pair_id,survey_q_id,survey_text,acs_q_id,acs_text,subtopic
CPS_0697,CPS_98,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0698,CPS_99,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0699,CPS_99,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0700,CPS_99,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0701,CPS_99,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0702,CPS_99,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0703,CPS_99,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0704,CPS_100,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0705,CPS_100,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0706,CPS_100,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0707,CPS_100,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0708,CPS_100,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0709,CPS_100,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0710,CPS_130,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0711,CPS_130,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0712,CPS_130,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0713,CPS_130,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0714,CPS_130,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0715,CPS_130,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0716,CPS_131,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0717,CPS_131,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0718,CPS_131,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0719,CPS_131,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0720,CPS_131,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0721,CPS_131,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0722,CPS_132,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0723,CPS_132,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0724,CPS_132,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0725,CPS_132,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0726,CPS_132,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0727,CPS_132,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
